recording_id,species,scientific_name,country,location,quality,length_s,date,file_path
743320,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Biebrzański NP, Gmina Jaświły, Mońki County, Podlaskie Voivodeship",A,1:06,2022-06-05,data\processed_wav\743320.wav
729233,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Złotoryja (near  Kopacz), Powiat złotoryjski, Dolnośląskie",A,1:50,2022-06-04,data\processed_wav\729233.wav
722387,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Cyców , łęczyński, Lubelskie",A,0:27,2022-05-06,data\processed_wav\722387.wav
667617,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Ułęż (near  Sarny), Powiat rycki, Lubelskie",A,1:11,2021-05-21,data\processed_wav\667617.wav
667596,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Puławy (near  Dęblin), Powiat rycki, Lubelskie",A,2:53,2021-05-22,data\processed_wav\667596.wav
661398,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Podegrodzie (near  Podrzecze), nowosądecki, Małopolskie",A,4:01,2021-05-06,data\processed_wav\661398.wav
661392,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Stary Sącz (near  Stary Sącz), nowosądecki, Małopolskie",A,1:57,2021-06-22,data\processed_wav\661392.wav
660862,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Podegrodzie (near  Stadła), nowosądecki, Małopolskie",A,2:04,2021-05-21,data\processed_wav\660862.wav
660773,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Podegrodzie (near  Podrzecze), nowosądecki, Małopolskie",A,4:25,2021-06-03,data\processed_wav\660773.wav
657770,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Wyry (near  Tychy), Powiat mikołowski, śląskie",A,1:32,2021-06-19,data\processed_wav\657770.wav
630315,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Podegrodzie (near  Podrzecze), nowosądecki, Małopolskie",A,4:13,2020-06-14,data\processed_wav\630315.wav
630244,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Podegrodzie (near  Podegrodzie), nowosądecki, Małopolskie",A,2:37,2020-07-18,data\processed_wav\630244.wav
563170,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Tychy (near  Kobiór), pszczyński, śląskie",A,0:26,2020-05-29,data\processed_wav\563170.wav
563164,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Tychy (near  Kobiór), pszczyński, śląskie",A,2:55,2020-05-29,data\processed_wav\563164.wav
554200,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,3:21,2020-05-02,data\processed_wav\554200.wav
478850,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Tychy, Tychy, śląskie",A,11:49,2019-06-06,data\processed_wav\478850.wav
473571,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Tychy, Tychy, śląskie",A,1:38,2019-05-12,data\processed_wav\473571.wav
449187,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Twardogóra (near  Olszówka), oleśnicki, Województwo dolnośląskie",A,2:19,2017-05-31,data\processed_wav\449187.wav
412818,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,3:27,2018-04-27,data\processed_wav\412818.wav
374834,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Siemianówka Reservoir, Podlaskie Voivodeship",A,1:11,2017-06-09,data\processed_wav\374834.wav
373678,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Dojlidy Ponds, Białystok, Podlaskie Voivodeship",A,3:01,2017-06-03,data\processed_wav\373678.wav
363793,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Wrocław, Wrocław, Województwo dolnośląskie",A,1:50,2016-05-16,data\processed_wav\363793.wav
328405,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Biebrza National Park,A,2:06,2016-05-14,data\processed_wav\328405.wav
327885,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Bialowieza,A,3:03,2016-05-08,data\processed_wav\327885.wav
314607,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Dojlidy Ponds, Białystok, Podlaskie Voivodeship",A,0:26,2016-05-02,data\processed_wav\314607.wav
184382,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Stary Brus (near  Stary Brus), Włodawa County, Lublin Voivodeship",A,0:48,2014-06-30,data\processed_wav\184382.wav
181961,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Tykocin (near  Kiermusy), białostocki, Podlaskie Voivodeship",A,5:27,2014-05-17,data\processed_wav\181961.wav
181959,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Tykocin (near  Kiermusy), białostocki, Podlaskie Voivodeship",A,6:05,2014-05-17,data\processed_wav\181959.wav
181353,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Rząśnik (near  Wincentowo), Wyszków County, Masovian Voivodeship",A,2:49,2014-06-07,data\processed_wav\181353.wav
178960,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,0:46,2014-05-14,data\processed_wav\178960.wav
178876,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,1:25,2014-05-14,data\processed_wav\178876.wav
178874,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,2:58,2014-05-14,data\processed_wav\178874.wav
178871,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,1:40,2014-05-14,data\processed_wav\178871.wav
178869,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,1:30,2014-05-14,data\processed_wav\178869.wav
178866,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,2:25,2014-05-14,data\processed_wav\178866.wav
178865,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,0:44,2014-05-14,data\processed_wav\178865.wav
178864,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Gmina Michałowo, białostocki, Podlaskie Voivodeship",A,0:20,2014-05-14,data\processed_wav\178864.wav
129487,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Bialowieza,A,1:57,2012-05-21,data\processed_wav\129487.wav
129486,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Bialowieza,A,2:10,2012-05-21,data\processed_wav\129486.wav
129485,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Bialowieza,A,0:57,2012-05-21,data\processed_wav\129485.wav
104183,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Kissing swamp near Stream Village (bagno Całowanie w pobliżu wsi Pokok),A,2:35,2012-06-22,data\processed_wav\104183.wav
101549,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Sand mine Pigeon (Kopalnia pisku Gołąb),A,2:58,2012-05-18,data\processed_wav\101549.wav
100010,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Stawy w Pieszowoli,A,2:31,2012-04-30,data\processed_wav\100010.wav
100009,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Sumin Lake (Catfish Lake),A,2:39,2012-04-30,data\processed_wav\100009.wav
79035,Great Reed Warbler,Acrocephalus arundinaceus,Poland,Warta river,A,0:53,2005-05-26,data\processed_wav\79035.wav
75062,Great Reed Warbler,Acrocephalus arundinaceus,Poland,"Stawy Milickie (Milicz ponds), Milicz, Silesia",A,1:47,2008-06-21,data\processed_wav\75062.wav
930066,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,3:25,2024-05-23,data\processed_wav\930066.wav
912912,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:53,2024-06-09,data\processed_wav\912912.wav
912742,Aquatic Warbler,Acrocephalus paludicola,Poland,"Gmina Trzcianne (near  Górnystok), moniecki, podlaskie",A,0:50,2024-06-09,data\processed_wav\912742.wav
837216,Aquatic Warbler,Acrocephalus paludicola,Poland,"Gmina Trzcianne (near  Szorce), Mońki County, Podlaskie Voivodeship",A,0:47,2022-05-14,data\processed_wav\837216.wav
814288,Aquatic Warbler,Acrocephalus paludicola,Poland,Rozwarowo ,A,0:30,2023-07-04,data\processed_wav\814288.wav
746402,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:34,2020-06-29,data\processed_wav\746402.wav
692253,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:21,2020-07-04,data\processed_wav\692253.wav
692251,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,3:24,2020-07-04,data\processed_wav\692251.wav
692250,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,2:33,2020-07-04,data\processed_wav\692250.wav
692249,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:55,2020-07-04,data\processed_wav\692249.wav
692045,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:51,2020-06-15,data\processed_wav\692045.wav
688955,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,1:28,2020-05-09,data\processed_wav\688955.wav
688954,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:34,2020-05-09,data\processed_wav\688954.wav
664557,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:33,2020-06-16,data\processed_wav\664557.wav
651817,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:53,2021-05-21,data\processed_wav\651817.wav
601890,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,2:15,2020-07-02,data\processed_wav\601890.wav
561499,Aquatic Warbler,Acrocephalus paludicola,Poland,Biebrza and Narew Valley,A,0:25,2020-05-23,data\processed_wav\561499.wav
505126,Aquatic Warbler,Acrocephalus paludicola,Poland,"Gmina Goniądz, Mońki County, Podlaskie Voivodeship",A,8:15,2019-06-10,data\processed_wav\505126.wav
480838,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza, Bagno Ławki (Ławki Swamp), Lower Biebrza Basin, Długa Luka,",A,0:36,2019-05-17,data\processed_wav\480838.wav
477617,Aquatic Warbler,Acrocephalus paludicola,Poland,Zajky,A,0:34,2019-05-05,data\processed_wav\477617.wav
425728,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,2:48,2018-06-19,data\processed_wav\425728.wav
425727,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:41,2018-06-19,data\processed_wav\425727.wav
425721,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,6:51,2018-06-19,data\processed_wav\425721.wav
425717,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,4:43,2018-06-19,data\processed_wav\425717.wav
425716,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:12,2018-06-19,data\processed_wav\425716.wav
425715,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:45,2018-06-19,data\processed_wav\425715.wav
425706,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:09,2018-06-19,data\processed_wav\425706.wav
425702,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza NP, Gmina Trzcianne (near  Szorce), moniecki, podlaskie",A,1:27,2018-06-19,data\processed_wav\425702.wav
415034,Aquatic Warbler,Acrocephalus paludicola,Poland,"Gmina Trzcianne (near  Górnystok), moniecki, podlaskie",A,1:04,2018-05-08,data\processed_wav\415034.wav
381141,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:00,2017-05-19,data\processed_wav\381141.wav
347272,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes,Dluga Luka",A,0:44,2011-05-24,data\processed_wav\347272.wav
327978,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes,Dluga Luka",A,1:17,2016-05-09,data\processed_wav\327978.wav
327977,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes,Dluga Luka",A,2:06,2016-05-09,data\processed_wav\327977.wav
327976,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes,Dluga Luka",A,1:59,2016-05-09,data\processed_wav\327976.wav
327973,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes,Dluga Luka",A,2:30,2016-05-09,data\processed_wav\327973.wav
322021,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza Marshes, Aquatic Warbler reserve",A,2:37,2016-06-08,data\processed_wav\322021.wav
267152,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,1:15,2015-07-01,data\processed_wav\267152.wav
266969,Aquatic Warbler,Acrocephalus paludicola,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:24,2015-06-30,data\processed_wav\266969.wav
247695,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza National Park, Podlaskie Voivodeship",A,1:28,2015-06-02,data\processed_wav\247695.wav
183177,Aquatic Warbler,Acrocephalus paludicola,Poland,"Gmina Trzcianne (near  Szorce), Mońki County, Podlaskie Voivodeship",A,7:14,2014-06-16,data\processed_wav\183177.wav
113298,Aquatic Warbler,Acrocephalus paludicola,Poland,"Goniądz, Mońki County, Podlaskie",A,0:31,2012-05-31,data\processed_wav\113298.wav
105381,Aquatic Warbler,Acrocephalus paludicola,Poland,Pond Marshes (Torfowisko Staw),A,2:46,2012-07-04,data\processed_wav\105381.wav
100480,Aquatic Warbler,Acrocephalus paludicola,Poland,"Biebrza, Bagno Ławki (Ławki Swamp), Lower Biebrza Basin, Długa Luka,",A,2:27,2012-05-05,data\processed_wav\100480.wav
100034,Aquatic Warbler,Acrocephalus paludicola,Poland,Pond Marshes (Torfowisko Staw),A,2:53,2012-04-30,data\processed_wav\100034.wav
90835,Aquatic Warbler,Acrocephalus paludicola,Poland,Biebrza Marshes ,A,1:02,2007-05-18,data\processed_wav\90835.wav
74851,Aquatic Warbler,Acrocephalus paludicola,Poland,Biebrza Marshes,A,2:20,2010-05-10,data\processed_wav\74851.wav
36381,Aquatic Warbler,Acrocephalus paludicola,Poland,Biebrza Marshes ,A,1:20,2008-06-06,data\processed_wav\36381.wav
24874,Aquatic Warbler,Acrocephalus paludicola,Poland,Budy,A,2:08,1988-06-29,data\processed_wav\24874.wav
24871,Aquatic Warbler,Acrocephalus paludicola,Poland,Budy,A,1:51,1988-06-29,data\processed_wav\24871.wav
24870,Aquatic Warbler,Acrocephalus paludicola,Poland,Budy,A,3:27,1988-06-28,data\processed_wav\24870.wav
24869,Aquatic Warbler,Acrocephalus paludicola,Poland,Goniadz ,A,4:17,1988-06-28,data\processed_wav\24869.wav
1107478,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Jeziorsko, Gmina Warta (near  Warta), Sieradz County, Łódzkie",A,0:19,2026-05-09,data\processed_wav\1107478.wav
1015122,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Parczew (near  Bójki), Lubartów County, Lublin Voivodeship",A,12:27,2025-05-11,data\processed_wav\1015122.wav
688940,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:34,2020-05-09,data\processed_wav\688940.wav
664785,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,2:46,2021-07-25,data\processed_wav\664785.wav
616123,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:12,2020-05-21,data\processed_wav\616123.wav
550202,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Centrum (near  Warsaw), Warszawa, Masovian Voivodeship",A,0:27,2020-04-24,data\processed_wav\550202.wav
417243,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Wiśniewo (near  Kowalewo), Mława County, Masovian Voivodeship",A,9:44,2018-05-27,data\processed_wav\417243.wav
414168,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Jednorożec (near  Olszewka), przasnyski, mazowieckie",A,8:40,2018-05-07,data\processed_wav\414168.wav
245749,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,8:51,2015-05-24,data\processed_wav\245749.wav
194319,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Kaniuki, białostocki, Podlaskie Voivodeship",A,6:00,2014-06-10,data\processed_wav\194319.wav
188607,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Ostrołęka (near  Ostroleka), Ostrołęka County, Masovian Voivodeship",A,5:10,2014-07-19,data\processed_wav\188607.wav
188606,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Ostrołęka (near  Ostroleka), Ostrołęka County, Masovian Voivodeship",A,2:26,2014-07-19,data\processed_wav\188606.wav
181203,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,10:03,2014-06-04,data\processed_wav\181203.wav
177337,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,3:27,2014-05-03,data\processed_wav\177337.wav
150559,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Pułtusk (near  Pultusk), Pułtusk County, Masovian Voivodeship",A,2:08,2013-07-03,data\processed_wav\150559.wav
150557,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Pułtusk (near  Pultusk), Pułtusk County, Masovian Voivodeship",A,0:10,2013-07-03,data\processed_wav\150557.wav
150554,Sedge Warbler,Acrocephalus schoenobaenus,Poland,"Gmina Pułtusk (near  Pultusk), Pułtusk County, Masovian Voivodeship",A,0:10,2013-07-03,data\processed_wav\150554.wav
129504,Sedge Warbler,Acrocephalus schoenobaenus,Poland,Bialowieza,A,2:31,2012-05-21,data\processed_wav\129504.wav
129503,Sedge Warbler,Acrocephalus schoenobaenus,Poland,Bialowieza,A,4:28,2012-05-21,data\processed_wav\129503.wav
129494,Sedge Warbler,Acrocephalus schoenobaenus,Poland,Bialowieza,A,2:27,2012-05-21,data\processed_wav\129494.wav
102762,Sedge Warbler,Acrocephalus schoenobaenus,Poland,Sand mine John (Piaskarnia Janówek),A,1:01,2012-05-28,data\processed_wav\102762.wav
100011,Sedge Warbler,Acrocephalus schoenobaenus,Poland,Garbatówka Marshes,A,2:49,2012-04-01,data\processed_wav\100011.wav
915125,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Cyców (near  Janowica), Powiat łęczyński, Województwo lubelskie",A,18:53,2024-06-21,data\processed_wav\915125.wav
712691,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Chełmiec (near  Marcinkowice), nowosądecki, Lesser Poland Voivodeship",A,10:33,2021-06-30,data\processed_wav\712691.wav
658348,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Czaplinek (near  Kluczewo), Powiat drawski, Zachodniopomorskie",A,2:24,2021-06-22,data\processed_wav\658348.wav
658340,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Czaplinek (near  Kluczewo), Powiat drawski, Zachodniopomorskie",A,1:07,2021-06-22,data\processed_wav\658340.wav
655253,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Jastarnia, Powiat pucki, Pomorskie",A,4:12,2021-06-04,data\processed_wav\655253.wav
654811,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Krypno Wielkie, Podlaskie Voivodeship",A,10:01,2021-06-06,data\processed_wav\654811.wav
591492,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Tarnowiec (near  Dobrucowa), jasielski, Podkarpackie",A,0:24,2020-06-03,data\processed_wav\591492.wav
575636,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Ostrówek, Podlaskie Voivodeship",A,1:46:54,2020-07-09,data\processed_wav\575636.wav
570120,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Łazy Małe, Podlaskie Voivodeship",A,2:07,2020-06-19,data\processed_wav\570120.wav
569652,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Przemęt (near  Bucz), wolsztyński, Wielkopolskie",A,3:14,2020-06-17,data\processed_wav\569652.wav
569385,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Przemęt (near  Bucz), wolsztyński, Wielkopolskie",A,19:04,2020-06-17,data\processed_wav\569385.wav
568076,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Niewodnica Kościelna, Podlaskie Voivodeship",A,10:00,2020-06-10,data\processed_wav\568076.wav
565231,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Warszawa, Masovian Voivodeship",A,13:33,2020-06-04,data\processed_wav\565231.wav
480952,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Sobolewo, Podlaskie Voivodeship",A,3:05,2019-06-13,data\processed_wav\480952.wav
480684,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Wasilków, Podlaskie Voivodeship",A,5:12,2019-06-10,data\processed_wav\480684.wav
477690,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Staworowo, Podlaskie Voivodeship",A,21:20,2019-05-30,data\processed_wav\477690.wav
477200,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Lublin Governorate (near  Lublin), Lublin, lubelskie",A,3:14,2019-05-27,data\processed_wav\477200.wav
477197,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Lublin Governorate (near  Lublin), Lublin, lubelskie",A,10:31,2019-05-27,data\processed_wav\477197.wav
477196,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Lublin Governorate (near  Lublin), Lublin, lubelskie",A,5:02,2019-05-26,data\processed_wav\477196.wav
477185,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Lublin Governorate (near  Lublin), Lublin, lubelskie",A,1:08,2019-05-25,data\processed_wav\477185.wav
431301,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,17:17,2018-07-05,data\processed_wav\431301.wav
431300,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,13:32,2018-07-05,data\processed_wav\431300.wav
425482,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,18:59,2018-07-09,data\processed_wav\425482.wav
424009,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,5:06,2018-07-05,data\processed_wav\424009.wav
424008,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,6:13,2018-07-05,data\processed_wav\424008.wav
422010,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,21:50,2018-06-22,data\processed_wav\422010.wav
421650,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Parcewo, Podlaskie Voivodeship",A,1:44,2018-06-21,data\processed_wav\421650.wav
420990,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Zaczerlany, Podlaskie Voivodeship",A,38:01,2018-06-16,data\processed_wav\420990.wav
419412,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,19:07,2018-06-08,data\processed_wav\419412.wav
419395,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Zaczerlany, Podlaskie Voivodeship",A,4:33,2018-06-08,data\processed_wav\419395.wav
419064,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,18:06,2018-06-06,data\processed_wav\419064.wav
419063,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,12:31,2018-06-06,data\processed_wav\419063.wav
373684,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Sidra (near  Zwierżany), sokólski, podlaskie",A,15:13,2017-06-04,data\processed_wav\373684.wav
372442,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Działdowo (near  Kurki), działdowski, warmińsko-mazurskie",A,17:26,2017-05-28,data\processed_wav\372442.wav
253996,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Knyszyn Forest (near Załuki), Podlaskie Voivodeship",A,3:06,2015-06-26,data\processed_wav\253996.wav
253989,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Żórawina (near  Galowice), wrocławski, Województwo dolnośląskie",A,3:30,2015-06-25,data\processed_wav\253989.wav
251885,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,Podlaskie Voivodeship,A,10:55,2015-06-07,data\processed_wav\251885.wav
248908,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Gmina Zabłudów (near  Zacisze), białostocki, podlaskie",A,10:39,2015-06-07,data\processed_wav\248908.wav
181776,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,1:19,2014-06-12,data\processed_wav\181776.wav
181772,Blyth's Reed Warbler,Acrocephalus dumetorum,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,0:56,2014-06-12,data\processed_wav\181772.wav
